No.	MolID	Molecule	ZM1	ZM1V	ZM2	ZM2V	Qindex	SNar	HNar	GNar	Xt	Dz	Ram	Pol	LPRS	VDA	MSD	SMTI	SMTIV	GMTI	GMTIV	Xu	SPI	W	WA	Har	Har2	QW	TI1	TI2	STN	HyDp	RHyDp	w	ww	Rww	D/D	Wap	WhetZ	Whetm	Whetv	Whete	Whetp	J	JhetZ	Jhetm	Jhetv	Jhete	Jhetp	MAXDN	MAXDP	DELS	TIE	S0K	S1K	S2K	S3K	PHI	BLI	PW2	PW3	PW4	PW5	PJI2	CSI	ECC	AECC	DECC	MDDD	UNIP	CENT	VAR	BAC	Lop	ICR	D/Dr06	T(Cl..Cl)	X0	X1	X2	X3	X4	X5	X0A	X2A	X3A	X4A	X5A	X0v	X1v	X2v	X3v	X4v	X5v	X0Av	X1Av	X2Av	X3Av	X4Av	X0sol	X1sol	X2sol	X3sol	X4sol	X5sol	XMOD	RDCHI	RDSQ
105	PCB_105.HIN	2,3,4,3',4'-pentachloro-1,1'-biphenyl	88	160.025	104	185.556	13	11.156	1.729	1.928	0.299	35.667	7	28	69.036	59.059	0.253	2106	2739.58	2014	3266.42	16.728	10.477	502	3.691	30.149	52.763	374	18.568	2.43	3.584	1439	35.521	918	4111	12.821	78.75	2272	333.569	332.436	385.333	368.549	369.922	1.979	2.904	2.911	2.607	2.695	2.688	1.336	2.022	18.459	29.186	69.487	13.305	5.243	2.661	4.104	1.081	0.602	0.366	0.166	0.088	0.8	243	119	7	0.941	9.128	42	290	39	26	0.76	2.228	106.293	58	12.577	8.003	7.464	6.602	4.532	3.487	0.74	0.287	0.194	0.116	0.073	12.056	6.483	5.329	4.298	2.355	1.518	0.709	0.36	0.205	0.126	0.06	15.077	9.446	9.243	9.115	5.792	4.402	63.895	2.782	117.655
106	PCB_106.HIN	2,3,4,5,3'-pentachloro-1,1'-biphenyl	88	160.025	104	185.556	13	11.156	1.729	1.928	0.299	35.667	7	28	68.565	57.412	0.244	2048	2680.469	1954	3205.58	16.613	10.304	488	3.588	30.29	53.16	368.333	18.287	2.3	3.584	1344	35.741	916	4104	12.856	77.414	2220	323.569	322.436	375.333	358.549	359.922	2.04	3.003	3.011	2.683	2.777	2.769	1.421	2.028	18.75	29.877	69.487	13.305	5.243	2.661	4.104	1.081	0.599	0.361	0.178	0.096	1	220	108	6.353	0.962	9.024	40	296	36	26	0.76	2.162	105.091	50	12.577	8.003	7.486	6.458	4.737	3.631	0.74	0.288	0.19	0.116	0.073	12.056	6.483	5.336	4.225	2.54	1.648	0.709	0.36	0.205	0.124	0.062	15.077	9.446	9.265	8.901	6.238	4.786	63.895	2.763	118.636
107	PCB_107.HIN	2,3,5,3',4'-pentachloro-1,1'-biphenyl	88	160.025	103	184.556	13	11.156	1.729	1.928	0.299	35.667	7	27	68.841	58.353	0.249	2080	2708.914	1986	3230.864	16.671	10.453	496	3.647	30.152	52.844	373.333	18.535	2.39	3.584	1392	35.538	924	4176	12.806	77.755	2272	329.569	328.436	381.333	364.549	365.922	2.004	2.939	2.946	2.636	2.726	2.718	1.264	2.014	18.566	28.762	69.487	13.305	5.243	2.826	4.104	1.08	0.6	0.353	0.172	0.097	1	224	110	6.471	1.031	9.003	41	295	39	26	0.76	2.184	105.091	58	12.577	7.986	7.605	6.266	4.647	3.748	0.74	0.292	0.19	0.116	0.075	12.056	6.477	5.414	3.983	2.439	1.702	0.709	0.36	0.208	0.121	0.061	15.077	9.429	9.458	8.379	6.011	5.002	63.794	2.778	117.822
108	PCB_108.HIN	2,3,4,3',5'-pentachloro-1,1'-biphenyl	88	160.025	103	184.556	13	11.156	1.729	1.928	0.299	35.667	7	27	68.777	58.118	0.248	2072	2701.802	1978	3224.543	16.653	10.417	494	3.632	30.182	52.918	373	18.518	2.387	3.584	1380	35.583	926	4194	12.784	77.286	2272	328.235	327.103	380	363.216	364.589	2.012	2.951	2.959	2.645	2.735	2.728	1.345	2.024	18.606	28.9	63.487	13.305	5.243	2.826	4.104	1.08	0.598	0.35	0.178	0.091	1	222	109	6.412	1.024	8.727	41	291	36	26	0.76	2.184	105.091	56	12.577	7.986	7.614	6.178	4.913	3.423	0.74	0.293	0.187	0.12	0.071	12.056	6.477	5.417	3.939	2.629	1.497	0.709	0.36	0.208	0.119	0.064	15.077	9.429	9.468	8.248	6.551	4.308	63.794	2.774	118.002
109	PCB_109.HIN	2,3,4,6,3'-pentachloro-1,1'-biphenyl	88	160.025	104	185.556	13	11.156	1.729	1.928	0.299	35.667	7	28	68.349	56.706	0.24	2022	2649.802	1926	3170.025	16.563	10.256	482	3.544	30.374	53.374	365.333	18.138	2.238	3.584	1308	35.87	922	4172	12.839	76.567	2220	319.569	318.436	371.333	354.549	355.922	2.07	3.048	3.056	2.716	2.814	2.806	1.382	2.036	19.023	30.031	69.487	13.305	5.243	2.661	4.104	1.081	0.597	0.359	0.188	0.096	1	218	107	6.294	0.934	8.782	39	301	36	26	0.76	2.145	104.142	50	12.577	8.003	7.518	6.256	5.07	3.562	0.74	0.289	0.184	0.118	0.071	12.056	6.483	5.36	4.023	2.796	1.625	0.709	0.36	0.206	0.118	0.065	15.077	9.446	9.334	8.379	6.933	4.692	63.895	2.752	119.2
110	PCB_110.HIN	2,3,6,3',4'-pentachloro-1,1'-biphenyl	88	160.025	104	185.556	13	11.156	1.729	1.928	0.299	35.667	7	28	68.564	57.412	0.244	2046	2671.136	1950	3188.988	16.605	10.365	488	3.588	30.29	53.16	369.333	18.336	2.325	3.584	1344	35.741	932	4262	12.774	76.506	2272	324.235	323.103	376	359.216	360.589	2.041	2.993	3.001	2.677	2.77	2.762	1.266	2.022	18.911	29.488	67.487	13.305	5.243	2.661	4.104	1.081	0.601	0.363	0.176	0.096	1	222	109	6.412	0.976	8.671	40	296	39	26	0.76	2.145	104.142	56	12.577	8.003	7.496	6.422	4.711	3.724	0.74	0.288	0.189	0.115	0.074	12.056	6.483	5.354	4.111	2.488	1.694	0.709	0.36	0.206	0.121	0.061	15.077	9.446	9.313	8.641	6.095	4.976	63.895	2.76	118.665
111	PCB_111.HIN	2,3,5,3',5'-pentachloro-1,1'-biphenyl	88	160.025	102	183.556	13	11.156	1.729	1.928	0.299	35.667	7	26	68.579	57.412	0.243	2046	2671.136	1950	3188.988	16.595	10.391	488	3.588	30.187	53.002	372.333	18.485	2.347	3.584	1334	35.602	932	4260	12.77	76.328	2272	324.235	323.103	376	359.216	360.589	2.037	2.987	2.995	2.673	2.766	2.758	1.273	2.017	18.715	28.492	63.487	13.305	5.243	3.006	4.104	1.079	0.596	0.337	0.184	0.101	0.75	203	100	5.882	0.858	8.602	40	296	32	26	0.76	1.904	103.889	56	12.577	7.969	7.754	5.842	5.027	3.688	0.74	0.298	0.183	0.12	0.074	12.056	6.471	5.502	3.623	2.713	1.681	0.709	0.36	0.212	0.113	0.065	15.077	9.413	9.683	7.512	6.769	4.911	63.693	2.77	118.178
112	PCB_112.HIN	2,3,5,6,3'-pentachloro-1,1'-biphenyl	88	160.025	104	185.556	13	11.156	1.729	1.928	0.299	35.667	7	28	68.147	56	0.236	1996	2619.136	1898	3134.469	16.504	10.215	476	3.5	30.422	53.524	364.333	18.088	2.208	3.584	1266	35.948	928	4234	12.816	75.534	2220	315.569	314.436	367.333	350.549	351.922	2.097	3.086	3.095	2.747	2.846	2.838	1.309	2.028	19.191	30.174	61.487	13.305	5.243	2.661	4.104	1.081	0.597	0.359	0.188	0.103	0.75	201	99	5.824	0.817	8.588	38	306	36	26	0.76	1.904	102.94	50	12.577	8.003	7.518	6.274	4.942	3.821	0.74	0.289	0.185	0.115	0.073	12.056	6.483	5.36	4.035	2.689	1.804	0.709	0.36	0.206	0.119	0.063	15.077	9.446	9.334	8.419	6.609	5.267	63.895	2.743	119.573
113	PCB_113.HIN	2,3,6,3',5'-pentachloro-1,1'-biphenyl	88	160.025	103	184.556	13	11.156	1.729	1.928	0.299	35.667	7	27	68.298	56.471	0.238	2012	2633.358	1914	3147.111	16.527	10.3	480	3.529	30.327	53.324	368.333	18.287	2.282	3.584	1287	35.81	940	4347	12.739	75.106	2272	318.902	317.77	370.667	353.883	355.256	2.075	3.043	3.051	2.716	2.813	2.804	1.28	2.024	19.063	29.228	63.487	13.305	5.243	2.826	4.104	1.08	0.597	0.347	0.188	0.099	0.75	201	99	5.824	0.817	8.263	39	297	32	26	0.76	1.904	102.94	54	12.577	7.986	7.646	5.998	5.096	3.625	0.74	0.294	0.182	0.119	0.073	12.056	6.477	5.442	3.751	2.762	1.66	0.709	0.36	0.209	0.114	0.064	15.077	9.429	9.537	7.774	6.858	4.829	63.794	2.752	119.035
114	PCB_114.HIN	2,3,4,5,4'-pentachloro-1,1'-biphenyl	88	160.025	104	185.556	13	11.156	1.729	1.928	0.299	35.667	7	28	68.883	58.588	0.251	2090	2725.358	1998	3253.778	16.712	10.406	498	3.662	30.203	52.904	370	18.369	2.334	3.584	1415	35.605	906	4003	12.907	79.28	2220	330.235	329.103	382	365.216	366.589	2	2.946	2.953	2.638	2.729	2.721	1.411	2.026	18.532	29.591	65.487	13.305	5.243	2.661	4.104	1.081	0.601	0.362	0.171	0.095	0.8	243	119	7	0.941	9.446	41	299	45	26	0.76	2.228	106.293	54	12.577	8.003	7.474	6.542	4.581	3.661	0.74	0.287	0.192	0.115	0.073	12.056	6.483	5.332	4.261	2.45	1.66	0.709	0.36	0.205	0.125	0.061	15.077	9.446	9.253	9.011	5.996	4.834	63.895	2.778	118.012
115	PCB_115.HIN	2,3,4,6,4'-pentachloro-1,1'-biphenyl	88	160.025	104	185.556	13	11.156	1.729	1.928	0.299	35.667	7	28	68.67	57.882	0.247	2064	2694.691	1970	3218.222	16.664	10.361	492	3.618	30.284	53.112	367	18.221	2.272	3.584	1378	35.729	912	4070	12.889	78.405	2220	326.235	325.103	378	361.216	362.589	2.03	2.988	2.996	2.671	2.764	2.756	1.373	2.033	18.801	29.725	65.487	13.305	5.243	2.661	4.104	1.081	0.599	0.36	0.182	0.096	0.8	241	118	6.941	0.9	9.183	40	304	45	26	0.76	2.19	105.344	54	12.577	8.003	7.506	6.34	4.91	3.63	0.74	0.289	0.186	0.117	0.073	12.056	6.483	5.357	4.059	2.704	1.65	0.709	0.36	0.206	0.119	0.064	15.077	9.446	9.322	8.489	6.687	4.795	63.895	2.767	118.562
116	PCB_116.HIN	2,3,4,5,6-pentachloro-1,1'-biphenyl	88	160.025	106	187.556	13	11.156	1.729	1.928	0.299	35.667	7	30	67.918	55.294	0.233	1974	2607.136	1878	3132.099	16.479	10.018	470	3.456	30.607	53.889	356	17.674	2.056	3.584	1239	36.211	902	3987	12.965	76.654	2116	310.235	309.103	362	345.216	346.589	2.128	3.157	3.167	2.795	2.901	2.892	1.497	2.04	19.334	32.032	57.487	13.305	5.243	2.373	4.104	1.083	0.596	0.379	0.194	0.1	1	216	106	6.235	0.865	8.664	38	294	38	26	0.76	2.095	104.142	38	12.577	8.037	7.271	6.726	4.994	3.665	0.74	0.28	0.187	0.114	0.07	12.056	6.495	5.201	4.549	2.82	1.724	0.709	0.361	0.2	0.126	0.064	15.077	9.48	8.938	9.547	6.895	4.955	64.097	2.728	120.554
117	PCB_117.HIN	2,3,5,6,4'-pentachloro-1,1'-biphenyl	88	160.025	104	185.556	13	11.156	1.729	1.928	0.299	35.667	7	28	68.471	57.176	0.243	2038	2664.025	1942	3182.667	16.606	10.321	486	3.574	30.332	53.258	366	18.171	2.242	3.584	1335	35.805	918	4131	12.865	77.337	2220	322.235	321.103	374	357.216	358.589	2.055	3.025	3.033	2.7	2.796	2.788	1.3	2.026	18.967	29.86	57.487	13.305	5.243	2.661	4.104	1.081	0.599	0.36	0.181	0.103	1	224	110	6.471	1.031	8.99	39	309	45	26	0.76	2.184	104.142	54	12.577	8.003	7.506	6.358	4.783	3.887	0.74	0.289	0.187	0.114	0.075	12.056	6.483	5.357	4.071	2.597	1.828	0.709	0.36	0.206	0.12	0.062	15.077	9.446	9.322	8.529	6.362	5.369	63.895	2.759	118.925
118	PCB_118.HIN	2,4,5,3',4'-pentachloro-1,1'-biphenyl	88	160.025	103	184.556	13	11.156	1.729	1.928	0.299	35.667	7	27	69.099	59.294	0.254	2114	2746.691	2022	3272.741	16.744	10.526	504	3.706	30.077	52.63	374.667	18.601	2.42	3.584	1448	35.421	916	4098	12.851	79.321	2272	334.902	333.77	386.667	369.883	371.256	1.971	2.892	2.899	2.599	2.686	2.678	1.25	1.998	18.364	28.516	69.487	13.305	5.243	2.826	4.104	1.08	0.602	0.355	0.166	0.096	0.8	243	119	7	0.941	9.405	42	294	39	26	0.76	2.228	106.293	60	12.577	7.986	7.595	6.334	4.523	3.746	0.74	0.292	0.192	0.116	0.075	12.056	6.477	5.411	4.014	2.361	1.701	0.709	0.36	0.208	0.122	0.061	15.077	9.429	9.449	8.469	5.816	5	63.794	2.79	117.293
119	PCB_119.HIN	2,4,6,3',4'-pentachloro-1,1'-biphenyl	88	160.025	103	184.556	13	11.156	1.729	1.928	0.299	35.667	7	27	68.823	58.353	0.249	2080	2708.914	1986	3230.864	16.682	10.445	496	3.647	30.189	52.912	371	18.419	2.347	3.584	1399	35.591	924	4183	12.812	77.977	2272	329.569	328.436	381.333	364.549	365.922	2.008	2.945	2.953	2.64	2.73	2.723	1.216	2.005	18.674	28.783	63.487	13.305	5.243	2.826	4.104	1.08	0.598	0.35	0.182	0.091	0.8	241	118	6.941	0.9	9.003	41	295	39	26	0.76	2.19	105.344	58	12.577	7.986	7.636	6.046	5.109	3.409	0.74	0.294	0.183	0.122	0.071	12.056	6.477	5.439	3.769	2.803	1.493	0.709	0.36	0.209	0.114	0.067	15.077	9.429	9.528	7.816	7.036	4.295	63.794	2.775	118.024
120	PCB_120.HIN	2,4,5,3',5'-pentachloro-1,1'-biphenyl	88	160.025	102	183.556	13	11.156	1.729	1.928	0.299	35.667	7	26	68.841	58.353	0.248	2080	2708.914	1986	3230.864	16.67	10.466	496	3.647	30.111	52.785	373.667	18.551	2.377	3.584	1389	35.483	924	4181	12.815	77.857	2272	329.569	328.436	381.333	364.549	365.922	2.004	2.939	2.946	2.636	2.726	2.718	1.256	2	18.511	28.227	63.487	13.305	5.243	3.006	4.104	1.079	0.598	0.339	0.178	0.099	1	222	109	6.412	1.024	9.003	41	295	36	26	0.76	2.184	105.091	58	12.577	7.969	7.745	5.91	4.903	3.683	0.74	0.298	0.185	0.12	0.074	12.056	6.471	5.499	3.655	2.635	1.68	0.709	0.36	0.211	0.114	0.064	15.077	9.413	9.674	7.602	6.574	4.906	63.693	2.782	117.639
121	PCB_121.HIN	2,4,6,3',5'-pentachloro-1,1'-biphenyl	88	160.025	102	183.556	13	11.156	1.729	1.928	0.299	35.667	7	26	68.561	57.412	0.244	2046	2671.136	1950	3188.988	16.606	10.382	488	3.588	30.225	53.073	370	18.369	2.303	3.584	1341	35.657	932	4267	12.777	76.54	2272	324.235	323.103	376	359.216	360.589	2.042	2.994	3.002	2.678	2.771	2.764	1.208	2.008	18.824	28.52	57.487	13.305	5.243	3.006	4.104	1.079	0.594	0.334	0.195	0.094	1	220	108	6.353	1.003	8.602	40	296	38	26	0.76	2.145	104.142	56	12.577	7.969	7.786	5.622	5.493	3.308	0.74	0.299	0.176	0.125	0.069	12.056	6.471	5.526	3.409	3.077	1.459	0.709	0.36	0.213	0.107	0.07	15.077	9.413	9.752	6.949	7.798	4.146	63.693	2.767	118.385
122	PCB_122.HIN	2,3,3',4',5'-pentachloro-1,1'-biphenyl	88	160.025	104	185.556	13	11.156	1.729	1.928	0.299	35.667	7	28	68.718	57.882	0.246	2064	2694.691	1970	3218.222	16.633	10.376	492	3.618	30.235	53.019	372	18.469	2.388	3.584	1368	35.658	928	4212	12.769	76.884	2272	326.902	325.77	378.667	361.883	363.256	2.018	2.96	2.968	2.652	2.743	2.735	1.338	2.01	18.677	29.474	63.487	13.305	5.243	2.661	4.104	1.081	0.6	0.365	0.172	0.088	1	222	109	6.412	0.976	8.948	41	287	34	26	0.76	2.145	105.091	54	12.577	8.003	7.476	6.52	4.679	3.475	0.74	0.288	0.192	0.117	0.072	12.056	6.483	5.333	4.262	2.444	1.513	0.709	0.36	0.205	0.125	0.061	15.077	9.446	9.255	9.006	6.023	4.382	63.895	2.767	118.281
123	Pcb_123.hin	2,4,3',4',5'-pentachloro-1,1'-biphenyl	88	160.025	103	184.556	13	11.156	1.729	1.928	0.299	35.667	7	27	69.035	59.059	0.253	2106	2739.58	2014	3266.42	16.729	10.49	502	3.691	30.107	52.704	374	18.568	2.407	3.584	1436	35.467	918	4116	12.83	78.851	2272	333.569	332.436	385.333	368.549	369.922	1.979	2.903	2.911	2.607	2.695	2.688	1.331	1.994	18.404	28.659	63.487	13.305	5.243	2.826	4.104	1.08	0.6	0.352	0.172	0.09	0.8	243	119	7	0.941	9.356	42	290	41	26	0.76	2.228	106.293	58	12.577	7.986	7.605	6.248	4.78	3.439	0.74	0.292	0.189	0.12	0.072	12.056	6.477	5.414	3.971	2.548	1.503	0.709	0.36	0.208	0.12	0.064	15.077	9.429	9.458	8.339	6.344	4.333	63.794	2.786	117.474
124	PCB_124.HIN	2,5,3',4',5'-pentachloro-1,1'-biphenyl	88	160.025	103	184.556	13	11.156	1.729	1.928	0.299	35.667	7	27	68.779	58.118	0.247	2072	2701.802	1978	3224.543	16.652	10.425	494	3.632	30.164	52.886	372.667	18.502	2.374	3.584	1377	35.558	926	4199	12.8	77.455	2272	328.235	327.103	380	363.216	364.589	2.011	2.949	2.957	2.644	2.734	2.727	1.338	1.986	18.583	28.808	63.487	13.305	5.243	2.826	4.104	1.08	0.6	0.353	0.172	0.098	1	222	109	6.412	0.976	9.17	41	291	34	26	0.76	2.145	105.091	56	12.577	7.986	7.605	6.27	4.624	3.76	0.74	0.292	0.19	0.116	0.075	12.056	6.477	5.414	3.985	2.425	1.709	0.709	0.36	0.208	0.121	0.061	15.077	9.429	9.458	8.388	5.947	5.041	63.794	2.776	117.918
125	PCB_125.HIN	2,6,3',4',5'-pentachloro-1,1'-biphenyl	88	160.025	104	185.556	13	11.156	1.729	1.928	0.299	35.667	7	28	68.439	56.941	0.241	2030	2656.914	1934	3176.346	16.566	10.301	484	3.559	30.332	53.275	368	18.27	2.3	3.584	1317	35.806	936	4303	12.747	75.737	2272	321.569	320.436	373.333	356.549	357.922	2.055	3.014	3.022	2.693	2.788	2.78	1.347	1.994	18.967	29.68	57.487	13.305	5.243	2.661	4.104	1.081	0.599	0.362	0.183	0.089	1	220	108	6.353	0.92	9.003	40	288	34	26	0.76	2.064	104.142	52	12.577	8.003	7.508	6.322	4.992	3.4	0.74	0.289	0.186	0.119	0.071	12.056	6.483	5.357	4.062	2.685	1.489	0.709	0.36	0.206	0.119	0.064	15.077	9.446	9.324	8.492	6.661	4.278	63.895	2.754	118.943
126	PCB_126.HIN	3,4,5,3',4'-pentachloro-1,1'-biphenyl	88	160.025	103	184.556	13	11.156	1.729	1.928	0.299	35.667	7	27	69.311	60	0.258	2140	2777.358	2050	3308.296	16.789	10.564	510	3.75	30.011	52.448	378	18.767	2.493	3.584	1487	35.318	910	4025	12.853	79.999	2272	338.902	337.77	390.667	373.883	375.256	1.943	2.85	2.857	2.567	2.651	2.644	1.322	1.854	18.115	28.453	63.487	13.305	5.243	2.826	4.104	1.08	0.603	0.357	0.16	0.089	0.8	245	120	7.059	1.01	9.529	43	289	39	26	0.76	2.228	107.242	60	12.577	7.986	7.573	6.45	4.444	3.539	0.74	0.291	0.195	0.117	0.074	12.056	6.477	5.39	4.173	2.292	1.538	0.709	0.36	0.207	0.126	0.06	15.077	9.429	9.389	8.861	5.645	4.479	63.794	2.799	116.812
127	PCB_127.HIN	3,4,5,3',5'-pentachloro-1,1'-biphenyl	88	160.025	102	183.556	13	11.156	1.729	1.928	0.299	35.667	7	26	69.056	59.059	0.252	2106	2739.58	2014	3266.42	16.715	10.506	502	3.691	30.042	52.596	377	18.717	2.451	3.584	1427	35.376	918	4107	12.816	78.508	2272	333.569	332.436	385.333	368.549	369.922	1.974	2.896	2.903	2.603	2.69	2.683	1.329	1.855	18.259	28.148	57.487	13.305	5.243	3.006	4.104	1.079	0.599	0.342	0.173	0.093	1	224	110	6.471	1.031	9.128	42	290	34	26	0.76	2.184	106.04	58	12.577	7.969	7.723	6.026	4.82	3.514	0.74	0.297	0.188	0.121	0.073	12.056	6.471	5.477	3.813	2.565	1.53	0.709	0.36	0.211	0.119	0.064	15.077	9.413	9.614	7.994	6.4	4.441	63.693	2.791	117.144
128	PCB_128.HIN	2,3,4,2',3',4'-hexachloro-1,1'-biphenyl	94	167.63	113	196.667	14	11.561	1.688	1.901	0.294	38	8	32	74.331	63.222	0.239	2364	3020.741	2247	3523.321	17.483	11.802	569	3.719	32.539	58.173	430	20.194	2.399	3.584	1625	38.586	1057	4849	14.381	87.837	2611	374.333	372.89	440.333	418.934	420.684	2.069	3.059	3.068	2.707	2.81	2.801	1.391	2.035	22.704	36.481	57.059	14.563	5.649	2.717	4.57	1.101	0.608	0.381	0.176	0.088	0.8	256	126	7	0.889	9.58	45	328	40	37	0.76	2.197	112.764	83	13.447	8.43	7.873	7.265	4.986	3.669	0.747	0.281	0.191	0.113	0.069	13.113	6.973	5.772	4.948	2.742	1.688	0.728	0.367	0.206	0.13	0.062	16.447	10.162	9.948	10.462	6.709	4.831	69.635	2.805	130.077
129	PCB_129.HIN	2,3,4,5,2',3'-hexachloro-1,1'-biphenyl	94	167.63	113	196.667	14	11.561	1.688	1.901	0.294	38	8	32	73.964	61.889	0.232	2314	2968.741	2195	3468.802	17.385	11.684	557	3.641	32.645	58.486	426.167	20.014	2.323	3.584	1541	38.753	1061	4899	14.382	86.335	2585	366	364.556	432	410.601	412.351	2.114	3.132	3.141	2.761	2.869	2.86	1.475	2.041	22.948	36.967	75.059	14.563	5.649	2.717	4.57	1.101	0.606	0.381	0.181	0.094	1	233	115	6.389	0.944	9.457	43	340	36	37	0.76	2.135	111.562	77	13.447	8.43	7.885	7.195	5.038	3.856	0.747	0.282	0.189	0.112	0.07	13.113	6.973	5.776	4.915	2.787	1.835	0.728	0.367	0.206	0.129	0.062	16.447	10.162	9.96	10.365	6.789	5.289	69.635	2.791	130.845
130	PCB_130.HIN	2,3,4,2',3',5'-hexachloro-1,1'-biphenyl	94	167.63	112	195.667	14	11.561	1.688	1.901	0.294	38	8	31	74.118	62.444	0.235	2334	2986.519	2215	3484.605	17.423	11.767	562	3.673	32.55	58.277	429.167	20.155	2.36	3.584	1571	38.614	1064	4926	14.364	86.706	2611	369.667	368.223	435.667	414.267	416.018	2.095	3.098	3.107	2.737	2.843	2.834	1.4	2.037	22.821	36.102	75.059	14.563	5.649	2.865	4.57	1.1	0.605	0.369	0.181	0.097	1	235	116	6.444	1	9.383	44	332	40	37	0.76	2.171	111.562	82	13.447	8.414	8.014	6.929	5.105	3.896	0.747	0.286	0.187	0.113	0.071	13.113	6.967	5.857	4.632	2.827	1.859	0.728	0.367	0.209	0.125	0.063	16.447	10.146	10.163	9.726	6.931	5.379	69.534	2.801	130.298
131	PCB_131.HIN	2,3,4,6,2',3'-hexachloro-1,1'-biphenyl	94	167.63	113	196.667	14	11.561	1.688	1.901	0.294	38	8	32	73.731	61.111	0.229	2284	2934.519	2163	3430.086	17.334	11.626	550	3.595	32.742	58.733	422.667	19.849	2.26	3.584	1499	38.901	1068	4980	14.363	85.372	2585	361.333	359.89	427.333	405.934	407.684	2.146	3.179	3.189	2.796	2.908	2.898	1.436	2.049	23.237	37.257	75.059	14.563	5.649	2.717	4.57	1.101	0.604	0.378	0.19	0.098	1	231	114	6.333	0.926	9.21	42	344	38	37	0.76	2.135	110.613	76	13.447	8.43	7.917	6.999	5.323	3.907	0.747	0.283	0.184	0.113	0.07	13.113	6.973	5.8	4.714	3.021	1.895	0.728	0.367	0.207	0.124	0.064	16.447	10.162	10.029	9.849	7.412	5.457	69.635	2.779	131.491
132	PCB_132.HIN	2,3,4,2',3',6'-hexachloro-1,1'-biphenyl	94	167.63	113	196.667	14	11.561	1.688	1.901	0.294	38	8	32	73.828	61.444	0.23	2296	2945.185	2175	3439.568	17.354	11.674	553	3.614	32.7	58.626	424.667	19.943	2.295	3.584	1517	38.836	1073	5025	14.33	85.342	2611	363.667	362.223	429.667	408.267	410.018	2.134	3.155	3.164	2.779	2.889	2.879	1.414	2.041	23.181	36.975	75.059	14.563	5.649	2.717	4.57	1.101	0.606	0.379	0.185	0.098	1	233	115	6.389	0.944	9.111	43	332	40	37	0.76	2.135	110.613	79	13.447	8.43	7.905	7.091	5.123	3.991	0.747	0.282	0.187	0.111	0.071	13.113	6.973	5.797	4.761	2.855	1.934	0.728	0.367	0.207	0.125	0.062	16.447	10.162	10.017	9.994	6.944	5.614	69.635	2.783	131.223
133	PCB_133.HIN	2,3,5,2',3',5'-hexachloro-1,1'-biphenyl	94	167.63	111	194.667	14	11.561	1.688	1.901	0.294	38	8	30	73.904	61.667	0.23	2304	2952.296	2183	3445.889	17.361	11.731	555	3.627	32.562	58.386	428.333	20.115	2.32	3.584	1518	38.645	1071	5004	14.348	85.612	2611	365	363.556	431	409.601	411.351	2.122	3.138	3.147	2.767	2.876	2.866	1.327	2.03	22.94	35.731	57.059	14.563	5.649	3.026	4.57	1.099	0.603	0.357	0.186	0.105	0.75	214	106	5.889	0.815	9.185	43	336	34	37	0.76	1.891	110.36	81	13.447	8.397	8.154	6.593	5.223	4.125	0.747	0.291	0.183	0.114	0.072	13.113	6.961	5.942	4.317	2.913	2.03	0.728	0.366	0.212	0.12	0.063	16.447	10.129	10.378	8.99	7.154	5.929	69.433	2.796	130.529
134	PCB_134.HIN	2,3,5,6,2',3'-hexachloro-1,1'-biphenyl	94	167.63	113	196.667	14	11.561	1.688	1.901	0.294	38	8	32	73.512	60.333	0.224	2254	2900.296	2131	3391.37	17.271	11.576	543	3.549	32.798	58.907	421.5	19.795	2.231	3.584	1450	38.99	1075	5054	14.338	84.203	2585	356.667	355.223	422.667	401.267	403.018	2.175	3.221	3.231	2.828	2.942	2.932	1.379	2.041	23.415	37.468	67.059	14.563	5.649	2.717	4.57	1.101	0.604	0.378	0.19	0.104	0.75	212	105	5.833	0.778	8.963	41	348	36	37	0.76	1.878	109.411	75	13.447	8.43	7.917	7.017	5.199	4.137	0.747	0.283	0.185	0.111	0.071	13.113	6.973	5.8	4.726	2.915	2.063	0.728	0.367	0.207	0.124	0.062	16.447	10.162	10.029	9.888	7.091	5.989	69.635	2.77	131.919
135	PCB_135.HIN	2,3,5,2',3',6'-hexachloro-1,1'-biphenyl	94	167.63	112	195.667	14	11.561	1.688	1.901	0.294	38	8	31	73.61	60.667	0.226	2266	2910.963	2143	3400.852	17.291	11.635	546	3.569	32.714	58.74	423.833	19.904	2.255	3.584	1465	38.871	1080	5104	14.315	84.275	2611	359	357.556	425	403.601	405.351	2.162	3.196	3.206	2.81	2.923	2.913	1.357	2.037	23.304	36.625	75.059	14.563	5.649	2.865	4.57	1.1	0.604	0.367	0.19	0.106	0.75	212	105	5.833	0.778	8.889	42	336	34	37	0.76	1.878	109.411	78	13.447	8.414	8.045	6.755	5.245	4.183	0.747	0.287	0.183	0.112	0.072	13.113	6.967	5.881	4.446	2.941	2.092	0.728	0.367	0.21	0.12	0.063	16.447	10.146	10.233	9.258	7.17	6.11	69.534	2.778	131.469
